Id,comment,sentiment_score,sentiment_label,key_phrases,Instruction_Clarity,Instructor_Enthusiasm,Grading_Fairness,Content_Quality,Instructor_Accessibility
601915,"Mr. Farm is the best math teacher I have ever had. He is super funny and very passionate about what he does. There is a quiz almost every day in class, but it is not the end of the world if you miss one.",5,positive,"['mr farm best math teacher super funny passionate does quiz', 'mr farm best math teacher', 'mr farm best math teacher super funny passionate does']",5,5,5,5,5
601915,Take this class with a different prof,5,positive,"['class different prof', 'different prof', 'prof']",5,5,5,5,5
601915,He will answer all the questions you have. And he is willing to give his students a second chance to take passed due hw. Random in class quizzes is easy!,5,positive,"['questions willing students second chance passed hw random class quizzes', 'random class quizzes easy', 'willing students second chance passed hw random class quizzes']",5,5,5,5,5
601915,Stuart is among the nicest professors I've ever had. Unfortunately this didn't translate into him being an effective one. Prepare for loads of homework and daily quizzes.,4,positive,"['stuart nicest professors', 'stuart nicest professors ve unfortunately', 'stuart nicest professors ve']",4,4,4,4,4
601915,"If you take a class with Stuart Farm, be ready to spend A LOT of time outside of class on homework, often times teaching yourself unfortunately. Also, there is a quiz in class pretty much every day, so go! The homework is challenging and time consuming, but the tests are much easier which is nice. He isn't the best at explaining material, but ok.",3,neutral,"['stuart farm ready spend lot time outside class homework times', 'stuart farm ready spend lot time outside class homework', 'class stuart farm ready spend lot time outside class homework']",4,3,3,3,3
601915,Terrible teacher all around. Had him my first year in college for math and got stuck with him again my junior year and nothing changed.. he maybe even got worse..,1,negative,"['terrible teacher', 'terrible teacher year college math got stuck junior', 'terrible teacher year college math']",1,1,1,1,1
601915,Nice person but absolutely sucks at teaching math. This class is supposed to be for students who are below the average math scores but he makes it so difficult. I'm bad at math to start with and he doesn't help. Avoid him at all costs.,2,negative,"['person absolutely sucks teaching math class', 'nice person absolutely sucks teaching math class', 'person absolutely sucks teaching math class supposed']",2,2,2,2,3
601915,"I took Math 92 and 93 in one semester, it was very fast paced. If you missed any class you would be behind for a while. All in all he was a good teacher, I think a lot of people didn't like moving at that pace and in turn disliked him.",4,positive,"['took math 92 93 semester fast paced missed class good', 'took math 92 93 semester fast paced', 'took math 92 93 semester fast paced missed class']",4,4,4,4,4
601915,"Took this class for interest, also was the first math course in College. It was very hard to start with, extensive and new HW every class(Webassign), Prepare to do them, with solid understanding. attendence are vital. Test are very based on in class assignments and lecture examples.",5,positive,"['math course college hard start extensive new hw class webassign', 'class math course college hard start extensive new', 'class math course college hard start extensive new hw class']",5,5,4,5,5
601915,"Farm has homework almost nightly, but it nothing that wasn't able to be done quickly for the most part.  His final test accounted for the most percentage of the points in the class so studying is mandatory if you want to pass this class.",3,neutral,"['farm homework nightly wasn able quickly final test', 'farm homework nightly wasn able quickly', 'farm homework nightly wasn able quickly final test accounted']",3,3,3,3,3
601915,"If you don't show your work or show that you double checked your answers he'll give you a zero, even if you got the question right.  Also you can't skip because he does in class practice that you turn in at the end of the class.",1,negative,"['answers ll zero got question right skip does class practice', 'zero got question right skip does class practice', 'answers ll zero got question right skip does class']",1,1,1,2,1
601915,Very Nice guy. very willing to help,5,positive,"['nice guy willing help', 'nice guy willing', 'guy willing help']",5,5,5,5,5
601915,"Mr. Farm is the nicest man you will ever meet. His concepts are easy to figure out. As long as you pay attention and show up, you will be fine.",5,positive,"['mr farm nicest man meet', 'mr farm nicest man meet concepts', 'mr farm nicest man meet concepts easy']",5,5,5,5,5
601915,Kinda quirky but he's a good guy that cares. Show up everyday for free points. Quizzes almost every week (turned into group quizzes by the end of the semester). Test very similar to quizzes. Homework almost every day and it is much harder than what you will see on the quizzes/test though if you ask for extensions you'll get it every time. Math On!,4,positive,"['kinda quirky good guy cares everyday free points quizzes', 'kinda quirky good guy cares everyday free points quizzes week', 'quirky good guy cares everyday free points quizzes']",4,4,3,4,4
601915,"Kind of weird, makes corny jokes all the time but one of the better math professors I've had. He's passionate about the subject and it shows. He spends extra time making sure that his students understand the reasons behind why you do certain steps and, for me, it was helpful in my understanding. Recommended.",4,positive,"['makes corny jokes time better math professors ve passionate subject', 'makes corny jokes time better math professors ve passionate', 'makes corny jokes time better math professors']",5,5,4,4,5
601915,"This class is  a giant headache. So far, we've had over 30 assignments(only worth 20% of grade) that each take hours to complete, because Stuart puts many problems that we never went over in class . On top of that, we have weekly comprehensive quizzes that are inconsistent in difficulty and points. Simply, I pity anyone who has to take this class.",1,negative,"['30 assignments worth 20 grade hours complete stuart puts problems', 'hours complete stuart puts problems went class weekly comprehensive quizzes', 'assignments worth 20 grade hours complete stuart puts problems']",1,1,1,1,1
601915,I would not recommend this professor if you' re not strong in math. You should expect to do homework almost every night. New homework assignment after each class. Doesn't give traditional exams but weekly quizzes for points. Text book assigned was of little help. Homework take hours to complete for only small portion of grade.,3,neutral,"['recommend professor strong math expect homework night', 'professor strong math expect homework night', 'recommend professor strong math expect homework']",3,3,3,3,4
601915,"Stuart Farm, so far, has been the worst professor I have had. He grades so harshly that it is almost impossible to get even a C. (At one point I had a 48%) (& Im the average A/B student) He gives weekly quizzes and gives time consuming homework. I would not recommend him.",1,negative,"['stuart farm far worst professor grades', 'stuart farm far worst professor grades harshly', 'stuart farm far worst professor']",1,1,1,1,1
601915,"He is the worst teacher that I have had for the past ten years. He goes way overboard with trying to explain things, and when he does explain things, it doesn't show up on the test or quizzes. There are many other students in my class that have no idea what is going on. Don't take any of his classes. You have to teach yourself the lessons.",1,negative,"['worst teacher past years goes way overboard trying explain things', 'worst teacher past years goes way overboard trying explain', 'worst teacher past years goes way overboard']",2,1,1,1,1
601915,Stuart Farm is a fantastic guy that is very easy to get along with. Greets you with a smile every day and is excited to see you each and every day and tries to make the class fun. Defenitly introduce yourself to him. He is confusing in his explaining of concepts. He tends to over-explain where it gets confusing. He is a very respectable person.,4,positive,"['stuart farm fantastic guy easy greets', 'stuart farm fantastic guy easy greets smile', 'stuart farm fantastic guy']",4,4,5,5,4
601915,"Stuart Farm is a nice guy and cares about his students, but that doesn't result in effective teaching or keeping the class engaged. He doesn't seem to understand that students taking Math146 are the least likely to raise there hand and contribute, and you can't have a discussion with 100 people. For grades, watch him like a hawk and email him ASAP.",3,neutral,"['stuart farm nice guy cares students doesn result effective teaching', 'stuart farm nice guy cares students doesn', 'stuart farm nice guy cares students']",4,3,3,3,4
601915,"Mr. Farm is a good teacher, but is not quite clear on the types of questions we need to go over. The homework and in-class assignments are a lot tougher than the actual exams.",3,neutral,"['mr farm good teacher quite clear types questions', 'mr farm good teacher quite clear types questions need', 'farm good teacher quite clear types questions']",4,3,2,3,3
601915,"Mr. Farm was a nice guy and tried to make everyone laugh. But points wise I had an A, because of his curve I had a C. He never explained anything and if you asked him a question he never seemed to answer it. I would avoid taking his class, unless you want to fail. ",2,negative,"['mr farm nice guy tried make laugh points wise curve', 'farm nice guy tried make laugh points wise curve explained', 'mr farm nice guy tried make laugh points wise']",3,2,3,2,1
601915,"Professor Farm is a nice guy and wants you to do well, but he is very confusing. Avoid him if possible. I took Math93 with him, and although it's very simple math, he makes if somehow difficult. I hadn't had math since my junior year of high school, so I had to take this. His explanations make things more difficult. Have to teach yourself. ",2,negative,"['professor farm nice guy wants confusing avoid possible took math93', 'farm nice guy wants confusing avoid possible took math93 simple', 'farm nice guy wants confusing avoid possible took math93']",1,2,2,2,2
601915,"His class was not too bad, but he tries very hard to get the attention of his students by cracking corny jokes. I skipped class most of the time, and did not miss much. ",3,neutral,"['class bad tries hard attention students cracking corny jokes skipped', 'tries hard attention students cracking corny jokes skipped class', 'hard attention students cracking corny jokes skipped class']",3,3,2,3,3
601915,"Gives easy examples in class when teaching, then when it comes to web assign homework its harder stuff that he never taught, only teaches the basic examples and expects you to take it from there on your own.",3,neutral,"['gives easy examples class teaching comes web assign homework harder', 'comes web assign homework harder stuff taught teaches basic examples', 'web assign homework harder stuff taught teaches basic examples']",3,3,3,3,2
601915,"Open a new tab, go on Campus Connection and change to a different calc 147 class with a different teacher. RIGHT NOW.  Trust me and everyone else on here who has taken this class. Gave me multiple zero's on test problems for not doing the question 'his way' even thought the answer was correct. ",5,positive,"['different calc 147 class different teacher right', 'campus connection change different calc 147 class different teacher right', 'different calc 147 class different teacher']",5,5,5,5,5
601915,"Mr. Farm knows math and he wants you to learn.  Don't expect him to just give you the answers. He will answer any and every question and clarify anything you need.  Attend class, do the assignments and you'll do fine.  Gives 2 tests (10 questions each) and final (15 questions). Super nice, nerdy guy who's motto is 'Math on!' ",5,positive,"['mr farm knows math wants learn don expect just answers', 'farm knows math wants learn don expect just answers', 'mr farm knows math wants learn']",5,5,5,5,5
601915,"Terrible at teaching, absolutely no help when asking questions, and was rude to his own students.",1,negative,"['terrible teaching absolutely help asking questions rude', 'terrible teaching absolutely help asking questions rude students', 'terrible teaching absolutely help asking questions']",1,1,1,1,1
601915,"Mr. Farm is in the top 3 of the worst teachers I have ever had. He assigns work that you did not cover on web assign (the worst way to do math homework). He is not very helpful, and is very odd. Avoid this professor at all costs, he will make an easy subject hard to comprehend.",1,negative,"['mr farm worst teachers assigns', 'mr farm worst teachers assigns work', 'mr farm worst teachers']",1,1,1,1,2
601915,"Like others have said, he seems like a great guy, and is very willing to help his students.  That said, he spends most of every lecture period answering questions from current or previous assignments and then only lectures on new material for 10 min.  So I basically have had to teach myself the material which makes it super tough and time consuming",4,positive,"['great guy willing help students said spends lecture period', 'great guy willing help students said spends lecture', 'great guy willing help students said spends lecture period answering']",4,5,3,4,5
601915,"Is a very nice teacher, but hard to understand his lectures. He expects you to know too much coming into the class, and goes far over the students head's while lecturing. WebAssign assignments are long and hard as he doesn't go over any of it in class. Lots of out of class homework. ",3,neutral,"['lecturing webassign assignments long hard doesn class lots class homework', 'goes far students head lecturing webassign assignments long hard doesn', 'goes far students head lecturing webassign assignments long hard']",4,3,2,3,3
601915,"Seems like a nice guy, but he expects you to know calculus coming into the class and doesn't give much for notes. ",3,neutral,"['nice guy expects know calculus coming class doesn notes', 'guy expects know calculus coming class doesn notes', 'like nice guy expects know calculus coming class doesn notes']",3,3,3,3,3
601915,"Annoying, not helpful. Incredibly unclear.",1,negative,"['annoying helpful incredibly unclear', 'annoying helpful incredibly', 'annoying helpful']",2,1,1,1,2
